filename,abstract,top1,top2,top3
file-32,"There has been some excellent basketball, starting with the “seeding games” contested by the 22 teams invited to the bubble and continuing into the conference finals, as only the Boston Celtics, Miami Heat, Denver Nuggets, and Los Angeles Lakers remain.
Potential disease vectors that we are, fans have not been allowed inside the bubble, though we can follow the action on TNT, ESPN, and ABC.
It’s not every season that the league’s television partners have to produce high-level live coverage during a pandemic and from a theme park, but they’ve made it work.
Brown spent about three weeks inside the bubble helping TNT’s crews get set up and has been overseeing their productions throughout the NBA’s restart.
In our conversation, we talked about fancy new cameras, rampant on-court swearing, and why we don’t see the players’ families on TV.
From a production and content standpoint, we’ve made some adjustments in terms of adding a couple more of our super-slow-motion cameras, Hypermotion cameras, things like that.
We’ve been able to experiment with our rail-cam, and it’s been well received.
We’ve also been able to go back to putting a handheld on the camera side at center court.
These are things that, in our traditional coverage, we have not been able to do, either because of fans or because of safety.
We’ve been able to take a mix of that and, with the help of the NBA and some of their vendors, we take that collective knowledge and the collective library of crowd noises and what we call “swells” and leverage them into a tool that the NBA is using courtside.
There are a number of audio feeds going between this particular group and our production facilities so that we can integrate it into the broadcast mix.
To me, it’s seemed as if the crowd noise has improved over time.
You’ve got an opportunity where these audio mixers are able to listen to their colleagues’ mixes.
No one has ever broadcasted NBA playoff games from a bubble before, so there had to have been lots of unpredictable elements.
One of the things that we’ve been excited about, that the NBA has been excited about, has been the access to microphones and being able to hear a little bit more of the conversations that happen on the court.
When we implement our traditional standards and practices, you have a person who’s listening for profanity or whatever it may be, and they may hear one or two things throughout the telecast.
It took a little bit of work because we’re utilizing a couple of different audio control rooms in order to make this happen.
We’ve been fortunate in that, in the beginning of the ’19–’20 season, we embarked on a project where we superimposed the shot clock on the court.
Because we are in nontraditional venues, the NBA’s events team had a particularly strenuous time trying to get these venues lit in such a way that we could produce these graphics.
We were able to get that messaging back to the teams to ask them to not wear those uniforms anymore.
I’ve not gotten direct feedback, but I think the main thing is that they could be present and actually at the games—to be on site, be safe, but also to be able to feel the energy of the room, to be watching with their own eyes, looking to the corner to see the coaches, looking at the clock, seeing which players are looking at the clock.
Number two was, how do we manage this given the way the NBA split up the zones where people are able to go [inside the venues]?
One of the requirements for us was that we wanted to make sure the announcers weren’t calling the game wearing a mask.
The NBA has allowed players’ families to come to games, but I’ve noticed there haven’t been many shots of them in the crowd.
Are there any production strategies you’ve had to implement in Orlando that might make it out of the bubble for normal broadcasts, whenever those resume?
With what we’re looking at, from a cameras and coverage standpoint, those are some things that we’d love to keep, but they’re going to require the NBA to sign off on them.
They’re going to require the players to sign off on them.","('audio', 0.22745209565284485)","('we’ve', 0.17408538667957835)","('announcers', 0.15690490281210542)"
file-33,"The Miami Heat have played better games.
Their swaggering journey through the 2020 postseason hit its first real moment of doubt on Wednesday night, as they opened the NBA Finals with a 116–98 loss to the Los Angeles Lakers.
Then, in a moment of perverse cruelty, the NBA made them play the remaining quarter and a half.
Kelly Olynyk wound up playing 18 minutes.
(He returned to action, though slightly hobbled.) Goran Dragic, who’s been playing like a Slovenian Steve Nash in these playoffs, missed the second half with a foot injury that is apparently quite severe.
Miami's Goran Dragic has suffered a plantar tear of left foot, source tells ESPN.— Adrian Wojnarowski (@wojespn) October 1, 2020
But we can do the next best thing, which is to consider all the ways Game 1 could have gone worse for Miami.
As the cliché goes, it’s a seven-game series, and this only counts as one loss for Miami.
It would be much, much worse, obviously, if it was a three-game series and each loss counted twice.
Herro’s magic touch eluded him on Wednesday, as his plus-minus in the first half was a staggering minus-30 in 18 minutes of action.
But Miami will always have those first seven minutes.
Going forward, if they beat the Lakers by 13 points in each seven-minute segment of action, they’ll win each game by an average of 89 points.
Anthony Davis: “It’s over.” pic.twitter.com/tZesYP9TV8— Top Ball Coverage (@TopBallCoverage) October 1, 2020
This angle of Bron's reverse slam 😲(via @Lakers)pic.twitter.com/Ddub5qnlnI— SportsCenter (@SportsCenter) October 1, 2020","('reverse', 0.1913275744927949)","('slam', 0.1913275744927949)","('1,', 0.15310659668982324)"
file-34,"29, Andrew Hitt, the chair of the Wisconsin state Republican Party, sent an open letter to Claire Woodall-Vogg, executive director of the Milwaukee Election Commission, to express his concern about the potential presence of sports mascots (including the Brewers’ racing sausages) at early voting centers.
That letter concerned the use of two sports venues—the Brewers’ Miller Park and the Bucks’ Fiserv Forum—as early voting sites.
Last week, the Milwaukee Election Commission announced that it was withdrawing the two sports facilities as early voting sites, citing the fear that they would be vulnerable to legal challenges, and that any votes cast there could be retroactively invalidated by a court.
Miller Park and Fiserv Forum were set to be just two among dozens of sports stadiums, arenas, and practice facilities that are, for the first time, going to become cogs in the democratic process.
Adapting these sites for voting is the result of a player-led movement that began with the Milwaukee Bucks and their wildcat strike in the NBA bubble after the shooting of Jacob Blake in Kenosha, Wisconsin.
Before play resumed in the NBA, the Players Association and the league agreed to a series of conditions; chief among them was the use of arenas as voting sites.
At a time when voter suppression continues to be an electoral strategy for one of the two major parties, and the coronavirus pandemic has made in-person voting riskier and more challenging, it seems like a good and intuitive idea to use stadiums as polling places.
A shortage in poll workers due to COVID fears led the city to go from 182 planned neighborhood polling places to just five on Election Day. The result was chaos, long lines, and exceptionally low turnout.
In a phone interview conducted before Fiserv Forum was canceled as a voting site, Milwaukee Bucks vice president Alex Lasry—whose father Marc co-owns the team—told Slate that he would like to see the arena used as a polling place not just in presidential and midterm elections, but in local races for years to come.
But as the Milwaukee case proves, the process of transforming sports venues into polling places is logistically and legally challenging in ways that go beyond even the demonization of mascots by Republicans bent on suppressing voter turnout in cities.
“You go to bed at night and the law is one way,” said Anita Johnson of Souls to the Polls, a Milwaukee organization committed to reaching voters through inner-city churches.
It’s the protest movement, after all, and the ensuing focus by LeBron James and other public figures on the vote, that led directly to the widespread use of sports venues as polling places.
This summer, when James announced the formation of More Than a Vote—an organization dedicated to protecting and turning out the Black vote—the biggest early headlines described the group’s successful push to use NBA facilities as voting sites.
As a high-profile initiative with the specific goal of getting out the vote, it’s tempting to think that the stadium polling sites would cause higher turnout and participation—but they may be more of an effect of the many other forces driving high voter engagement this cycle.
“I think it’s a combination of widespread national interest in racial justice and the pandemic happening simultaneously [driving engagement]—and the fact that these arenas aren’t actually being used for sports [that] makes them available,” said Barry Burden, a political science professor at the University of Wisconsin-Madison and founding director of its Elections Research Center.
Souls to the Polls has a stated goal of turning out 100,000 voters in Milwaukee.
The experts I spoke with—from Johnson in Milwaukee to elections experts like Burden and Kevin Morris of the Brennan Center for Justice, who wrote a report about Milwaukee’s disastrous April primary—said they believed that most voters would probably vote at the place most convenient for them, even if it’s not as glamorous as a pro sports facility.
“I don’t think [stadiums] are likely to turn out huge numbers of new voters who otherwise wouldn’t be voting somewhere else,” said Burden, even before Fiserv Forum and Miller Park were nixed as voting sites.
A world in which Fiserv Forum and Miller Park are even being considered as voting sites is a world that is already funneling more of the necessary resources to its electoral system.
But in Atlanta’s Fulton County, there were fewer problems—in part because State Farm Arena, home of the Hawks, was opened as an early voting site with free parking for voters.
In Milwaukee, election officials anticipate that more than half of ballots will be cast by absentee voters, either via mail, designated drop-off locations, or in-person early voting.
In essence, a world in which Fiserv Forum and Miller Park are even being considered as voting sites is a world that is already funneling more of the necessary resources to its electoral system.
After the debacle in April, Milwaukee appears to be on pace to have plenty of poll workers on Nov. 3, and to be ready to process the deluge of early ballots.
Likewise, LeBron James’ most important accomplishment this election may not be championing the stadiums, but the recent news that More Than a Vote has already recruited 10,000 poll workers, and that it has plans to recruit more in targeted cities throughout the country.
Last month, a federal judge issued a series of rulings that would have eased the burden on some voters: allowing poll workers to volunteer outside their counties of residence; allowing ballots postmarked on Election Day (Nov. 3) to be counted if they arrived by Nov. 9; extending the registration deadline from Oct. 14 to Oct. 21.
To a certain extent, it doesn’t matter that citizens, political activists, and major civic players like the Bucks want to expand voting access in Milwaukee.","('voting', 0.4613364731036919)","('milwaukee', 0.2606624340521073)","('polling', 0.21198986688660937)"
file-35,"I used to be excited when it was to time to announce the Pantone Color of the Year.
But what Pantone’s press-generating new colors invariably do is serve Pantone’s business interests—while further diluting a brand that’s looked faded for a very long time.
Though many people know Pantone has something to do with color, the average person would probably have difficulty pinpointing what exactly it is that the company does.
On the surface, this system seems like a useful service, but ultimately it’s become a way to try to make color a private business.
Trump Wants a Stimulus Deal Again.
In 2000, Pantone began designating its Color of the Year, with the “Pantone Color Institute” using the dubious art of trend forecasting to choose a color that captures the cultural vanguard.
In its announcement of Ultra Violet as the Color of 2018, Pantone invoked Prince, David Bowie, and Jimi Hendrix, who, Pantone said, used shades of Ultra Violet “as personal expressions of individuality.” Though it’s true that purple may have played some part in these musicians’ aesthetics, it felt like a land grab to annex these musicians’ choices into a single, proprietary hue.
Pantone fashions itself an omniscient oracle for trends, but there is little evidence of it pushing culture forward; instead it resells the same product in new colors, each named after a piece of IP or a Twitter trending topic from three years ago.
Pantone long ago became a kind of shorthand for the design-conscious individual to flaunt their knowledge in the same way people use Moleskines or Blackwing pencils.* At the same time, through aggressive growth and trademarking, Pantone has burrowed itself so deeply into our economy that everything from the packages our fries come in to the knickknacks you find at museums generates money for the company.
Somehow, it has maintained a reputation as a design-world institution and a diviner of trends, when what it’s really selling is an outmoded system—at a time when colors can be described in code—decorated with a lot of meaningless ornament.","('pantone', 0.40540187418876783)","('color', 0.29271897005128017)","('colors', 0.24353671244310007)"
file-36,"series is made possible by the support of Slate Plus members and readers like you.
Much to the dismay of civil rights groups, demographers, Democrats, and really anybody with an interest in political fairness or statistical rigor, the Trump administration is now set to bring this year’s all-important Census count to an early end.
Thanks to a friendly ruling from the Supreme Court on Tuesday, the Commerce Department will wrap up its tallying process on Oct. 15, two weeks ahead of schedule, as it rushes to get data to Donald Trump so he’ll have time to control the process of deciding how many members of Congress each state will have for the next decade.
Experts have warned that this move will likely lead to a less accurate Census by cutting short the time to track down Americans who are generally harder to reach, such as immigrants and low-income minorities.
This week, the government reported that 99.9 percent of households in the country had already been “enumerated,” to use the Census Bureau’s technical term.
“The 99.9 percent completion rates is a smokescreen and it is misleading,” says Terri Ann Lowenthal, a Census expert and consultant for the Leadership Conference Education Fund, which has spearheaded this year’s Census Counts advocacy campaign to ensure the count is accurate and fair.
When the Census Bureau says that 99.9 percent of all American households have been “enumerated,” what it means is that the government believes it has counted the number of people living at nearly all of the residential addresses contained in its master list.
The potentially bigger issue, however, is that many households may just have been counted incorrectly—and marginalized groups are especially likely to have been undercounted in the rush to get the Census done.
This is also the first year that the Census Bureau has tried to use administrative data, such as tax, Medicare, and Social Security records, to try and count some households that did not fill out their own responses.
In short, assuring us that 99.9 percent of households have been counted in order to end the Census early doesn’t really tell us much of anything about whether the data is any good.
But a small amount of extra time could have made important differences at the margins, allowing Census takers to knock on more doors, especially in undercounted areas like Shreveport, and giving more households the chance to send in their own Census forms at the last minute.
“A very large number of households have been counted in ways that guarantee errors and inequalities and less quality data that we could have in two or three weeks,” former Census Bureau Director Kenneth Prewitt told me.","('census', 0.3055811696326896)","('households', 0.2654677354159228)","('bureau', 0.1786659791231985)"
file-37,"The Los Angeles Lakers were hanging on to a 6-point lead when Anthony Davis put Game 4 of the NBA Finals out of reach.
A look at AD's Game 4 dagger from inside the bubble 💥 (via @OmarESPN) pic.twitter.com/qpOzjdDRtq— ESPN (@espn) October 7, 2020
LeBron James sidles up next to Davis, and the two swagger and celebrate being on the precipice of an NBA championship.
Sign up for the Slate Culture newsletter
It’s never been difficult to picture Davis dominating the NBA Finals.
Nearly every team in the association could be considered one Anthony Davis short of competing for a championship.
He wanted to join the league’s most successful franchise of the past 20 years: whomever LeBron James happened to be playing for.
After eight consecutive finals appearances, LeBron didn’t even make the playoffs in his first season with the Lakers.
Even LeBron’s longtime running mate has been forced to concede that Davis is the best sidekick James has ever had.
But is “LeBron’s best deputy” an appropriate designation for a unicorn like Davis, one who hit the decisive shot in Game 4 and changed the series by locking down Miami’s Jimmy Butler on the defensive end?
Maybe Davis is best seen as the LeBron here—the superstar who uproots himself and switches teams to pursue a title.
In New Orleans, he made more appearances on the All-NBA first team (three) than the playoffs (two), so it makes sense that he’d want to transplant himself onto a title contender and round out his résumé.
But by choosing the Lakers, he pretty much conceded that his achievements would be viewed in the context of LeBron James’ career, not unlike how Kevin Durant’s move to the Warriors has been seen by many (most?
Is it weird to want more for Anthony Davis?
If Anthony Davis thought being called “LeBron’s best teammate” was an insult, he probably wouldn’t have forced his way to Los Angeles in the first place.
Still, Davis remains deferential to LeBron.
Maybe that’s why I keep coming back to that courtside video of Davis nailing a dagger 3 in Game 4.
In this moment, Davis was the star and LeBron was the hype man.
LeBron James","('davis', 0.32901228728687)","('lebron', 0.22012983629295346)","('anthony', 0.1963878389842769)"
file-38,"After 95 days inside the NBA’s Walt Disney World pandemic bubble, the Los Angeles Lakers are leaving as champions.
Their 106-93 Game 6 win over the Miami Heat on Sunday was one of the more lopsided affairs in recent Finals memory, and it was all but over before they entered the locker room with a 28-point lead at halftime.
The Lakers had been the bigger, healthier, and more talented team all series, but Miami—and Jimmy Butler, in particular—deserve credit for staving off the inevitable by playing some legitimately inspiring basketball over six games.
The Lakers had the good sense to save their best defensive performance of the bubble for this series-clinching win.
Anthony Davis has been a monster on the defense end, another block on Kendrick Nunn#LakeShow pic.twitter.com/iX5pvir2Yl— LakeShow Highlights (@LA_HighLights24) October 12, 2020
It’s only appropriate that a thoroughly weird Lakers team would win the oddest season on record.
Of course Caruso had a game-high plus-minus of +20 in 32 minutes.
The Lakers remained the protagonists of a tumultuous 2020 NBA season.
LeBron James had the kind of game we’ve come to expect from him, which is to say a performance that defies belief.
LEBRON NOT DONE YET 🤯 pic.twitter.com/rUE80uXqGl— SportsCenter (@SportsCenter) October 12, 2020
The future is as uncertain today as it was the day the Lakers stepped onto the Walt Disney World campus, and the coronavirus pandemic continues to rage throughout the country with little sign of stopping.
The biggest difference the team is likely to notice as they exit the bubble is that they now have an NBA title to their names.
The Lakers’ performance on Sunday made it seem as if the ending to this truly unpredictable season was a foregone conclusion.","('walt', 0.1449794962672354)","('lakers', 0.1303607789536639)","('season', 0.12470272402942138)"
file-39,"On a humid, 90-degree day in early September, students at the University of Alabama in Tuscaloosa willed themselves to feel normal.
They were happy to be at college, and they didn’t grumble about the lack of on-campus events, or the online classes, or even the prospect of being placed in one of the dreary isolation dorms.
“There was a lot of sympathy from the older classes that our freshman year is this whole COVID situation,” a freshman named John told me.
And it may be strangest for students at large state schools like my alma mater, the University of Alabama, where football shapes the school’s identity.
To be a college student at Alabama this fall is to be, as the New York Times put it, a participant in a “high-stakes experiment.” UA is not the only large state school still holding classes in person, but it’s chosen to carry on when other schools would’ve put live instruction on pause.
The first week that the university publicly released its COVID numbers, 562 students had tested positive.
Students placed in COVID dorms told reporters that they weren’t given any information or care and received only sad, small meals.
Professors opened their emails one day to find a warning from the administration not to tell their students if one of their classmates had tested positive.
Parties are thought to be a major source of campus outbreaks, and the University of Alabama is the No. 1 party school in the nation.
College football is more popular here than anywhere else in America, and fans traveled from all over the state to Bryant-Denny Stadium for the first home game last weekend.
The fans in the stadium may have been thankful for whatever scraps of a game day they could get, but other students have been left wondering if it’s all worth it—if the massive effort to replicate the college experience was ever the right way to go.
On Aug. 18, the faculty senate asked the administration to identify the threshold at which the university would go fully online, and the school’s higher-ups responded by saying only that they were “monitoring multiple data points.” On Aug. 19, the first day of classes, the New York Times reported on an expensive, high-tech system that the University of Alabama System had developed to track cases and predict outbreaks.
Critics quickly pointed to the plan’s limitations: the long lag times, the high bar to be flagged by contact tracing, and the limited ability to regulate the behavior of students who lived off campus.
Early results supported the critics: After one week, there were 562 positive tests for students.
“The risk in closing a college campus and forcing thousands of students home at once is that the virus then has the opportunity to spread more widely to other geographic locations and possibly more vulnerable populations,” the university system said in a press release.
A public university has five main sources of money: state funding, tuition, investments, donations, and auxiliary services, which include merchandise, sports, and the expenses of living on campus.
Without in-person classes to keep students on campus, the university stood to lose a critical profit center.
A UCLA professor called Alabama “far and away the extreme” when it comes to recruiting out-of-state students, noting that the school received three times more in out-of-state tuition than in-state funding.
Football is such an essential part of the fabric of the university that when the school was looking for someone to run their COVID hotline and concierge service—providing meals and supplies for quarantining students—it turned to the events company that handles traffic and crowds on game days.
A freshman named Kalynn told me that while she decided to come to UA in large part because of football, she probably wouldn’t go to any games this year—students enter a lottery to get tickets, and even if she was one of the roughly 600 freshmen who got one, she wouldn’t be able to bring any friends along.
“If the university actually prioritized its students, we would make up more than 20 percent of the crowd at football games.”
If you ask out-of-state and sometimes even international students why they chose to attend the 65th-ranked public school in America, many will tell you it’s because it seemed like a quintessentially Southern experience, with football and Greek life and the partying that comes with it.
Alabama’s athletic department has not made its COVID policies fully public, but it has said it tests its players three times a week and screens them daily for symptoms.
“We’ve had a minimal amount of players that tested positive, but we have had some,” Alabama coach Nick Saban said early in September.
But they skirted the larger questions around amateurism, and whether it would be appropriate for colleges to continue playing football if other students weren’t on campus.
“Faculty are cynical about football, but they don’t understand how many students come to Alabama because they don’t know where they want to go to college, but they know it’s fun.”
This is what it looked like to be a rule-following freshman during the first few weeks at the University of Alabama.
Three weeks into the semester, the school reported sanctioning three student organizations and 639 students—suspending 33—for violating COVID guidelines.
A student who works for university housing told me that he never received any updates from the administration on COVID policies.
On Aug. 16, just before classes started, photos circulated on social media of bars packed for a Greek life event, prompting the university to close sorority and fraternity houses to all except those who lived there and those who had meal plans (to-go only) there.
Meredith, a senior who lives in a sorority house and who has a medical condition putting her at higher risk, said she felt the university wasn’t doing enough to keep COVID-positive students away from the rest of the student body.
Early in the semester, as the university tried frantically to control the narrative around the case numbers, the school president, Stuart Bell, sent a scolding email to the student body.
On Oct. 1, the university announced that there had been just 24 positive tests that week.
“The university has talked about how the plans are working,” Brooke, the Alabama junior, told me.
When I spoke with students in September, they said they hoped that the spring semester—in some cases, their last semester as college students—would be more normal.","('students', 0.4935770592152229)","('university', 0.26972531457336935)","('alabama', 0.2478499481268407)"
file-40,"Like a lot of South American children, I grew up reading Mafalda comics.
Starring a group of little kids, the Argentine strip about the anxieties and misunderstandings of childhood was like Peanuts meets Calvin and Hobbes, then crossed with Doonesbury.
The comic offered plenty of sharp jokes about the world as kids see it, but with a twist: Mafalda was a politically passionate child.
This wasn’t that far-fetched: Quino and his wife relocated to Milan during the dictatorship, but the Argentine publishers of the Mafalda books and other children’s books were detained by the military government and spent a few months in prison for “indoctrinating” children.
Sad because the creator of those lovably pessimistic kindergartners was a Seussian moral force in South America, and strange because he ended the comic so long ago that it was a little surprising to learn he was still alive.
In Quino’s hands, the strip became, among other things, a time capsule of Argentine life during that particular decade: There is a statue of Mafalda on the street in the Buenos Aires neighborhood of San Telmo where she lived.
The building she occupied with her family—they lived in apartment E—has a plaque on it that says, “Mafalda Lived Here.” But despite its rootedness in a specific place and time, it’s also been a formative influence for several subsequent generations of children, partly because its multiple meanings accrue as those children grow up.
Many kids (like me) missed the full force of the jokes until they reread the comics and saw what they were saying about political problems or adult concerns.
I didn’t think it was that funny when Mafalda named her pet turtle Bureaucracy, called for it, and spent several panels waiting for it to arrive.
When a friend of Mafalda’s named Libertad tells Mafalda that her family’s last chicken was written by Sartre, I didn’t understand the setup.
Libertad, a comically tiny girl who sourly invites new acquaintances to get their jokes about her name out of their system, is a kind of parody of an intellectual’s disorganized, fiercely idealistic, and slightly impoverished life.
Mafalda herself is always sorting the people she observes into social categories or walks of life (“To what sector of democracy do cats belong?” she wonders in one panel), and her friend group reflects a similar interest in how different people approach the world.
They’re best-sellers.” “Best-sellers are books, man!” Felipe says.
Terrified of repeating whatever mistakes brought her to this pass, Mafalda frequently (and a little cruelly) asks her mother what she did to end up this way.
As for Mafalda, she likes playing, but there’s a geopolitical tilt to her games and observations.
I didn’t know what I was reading when I first started reading Mafalda.
It may say something about us that a comic set in 1960s Argentina feels more relevant today than it did when I first read it.","('mafalda', 0.481312466945878)","('her', 0.28790209488217905)","('comic', 0.19252498677835117)"
file-41,"It was by sheer coincidence that Heidi Schreck’s What the Constitution Means to Me opened in the midst of Brett Kavanaugh’s confirmation hearings, but seldom has a work of theater been better timed to its moment.
As Christine Blasey Ford tried in vain to stop her alleged assailant from being appointed to the nation’s highest court, Schreck was onstage reenacting the speech her 15-year-old self had given in American Legion halls across the country that sung the praises of the United States Constitution—and, as her present-day self, reckoning with the ways its vaunted protections fall terribly short.
With Ruth Bader Ginsburg, whose words figure prominently in the play, poised to be replaced by a justice who promises to erode those rights even further, Constitution, which ended its Broadway run last August, is coming to Amazon Prime Video in a version filmed by Marielle Heller.
One of the things we talked about when Constitution was off-Broadway was how the “me” in the title is really plural: The play is in some ways a conversation between your 15-year-old self and your, to quote the filmed version, “very late-40s” self.
Fifteen-year-old Heidi was so filled with hope and so optimistic and full of activist energy—which is of course, then, the thing that kind of breaks down over the course of the play and then in some ways reconstitutes itself, right?
You were onstage performing Constitution in the middle of Brett Kavanaugh’s confirmation hearings, and the filmed version is being released the week of Amy Coney Barrett’s hearings.
To whatever extent the show might get people to think about the importance of what’s going on right now, the fact that these hearings are going to be life and death for people, I guess I’m happy that it’s coming out now, if maybe there are people who don’t understand that.
I’m glad that the show is happening while this is happening, if it will motivate people to do … what, exactly, I don’t know, but understand the gravity of what is happening right now in those hearings.
If you think about the Voting Rights Act being in peril, that becomes life and death in a whole other way, in terms of the structural inequality in this country, racism.
It’s a very difficult time, I think, for most people to keep a sense of hope and also to maintain a kind of resilience.
I will say now, getting older and also performing the show for so many years, I really started to think about the constitutions of other countries, constitutions that were made in the 20th century, and the fact that almost all of them contain explicit human rights protections.
I think about that a lot, and I think about it with what’s going on with the court right now, because I think if, for example, our Constitution contained the Equal Rights Amendment that explicitly stated that there was no discrimination based on gender or sex, or if we had positive rights, for example, or that you can’t discriminate on the basis of race, or some countries have the right to clean air and water too—after performing the show for that long, I started to think about possible amendments to our Constitution that would protect human rights in this way.
Because it does feel like it’s absurd for those rights to be, one, in question, and, two, to be left up to, as I say in the play, the whims of nine people who weren’t even elected by us.
I would abolish the Electoral College, because I think a lot of the things we are facing right now have to do with a minority who has taken advantage of laws in the system to assert their will over a majority.
I don’t think this court, with six conservative justices, is going to represent the will of the American people, either.
If you look at the statistics, the majority of people don’t think Roe v.
The majority of people in general support things that these conservative justices want to overturn.
It’s sometimes said that a Supreme Court justice is one of the most powerful people in the world.
I feel like that has been a really hopeful sign.
You performed versions of What the Constitution Means to Me for over 10 years, but now that it’s been filmed, this is the version that will endure.
What do you think it will say about this time when people watch it 20 years from now?
My most fervent hope is that it feels like a relic, like, Oh, that was of a certain moment, one interesting little glimpse of that time before things got better.
I get up every day and I don’t feel like I can do that without having some glimmer of hope, you know?
It’s not just having kids—I mean, yes, of course, I want to have hope for my kids.
I feel like I want to do whatever small thing I can to help make this situation better.
And I think the act of doing things gives me hope.
And then secondly, I do think—and I want to be really careful about this because I don’t want to be Pollyanna—but I think the fact that these conversations have become more mainstream than ever, the fact that my conservative relatives can say Black lives matter, the fact that we’re having this really intense reckoning as a country where the past trauma is being faced and addressed and people are talking about it and feeling the import of it, I do think there’s possibly hope in that.
We have so much trauma that we haven’t faced, and we’re not like Germany or South Africa, who actually had ways to openly face and at least attempt to work through the grave human rights abuses perpetrated by their countries.
I feel like we’re on the brink of having that kind of reckoning, and maybe there’s a kind of healing that’s possible if we do that.","('constitution', 0.4286189267487377)","('heidi', 0.2285967609326601)","('i', 0.179137600912323)"
file-42,"Serpentine, a new book by Philip Pullman set in the universe of the His Dark Materials and The Book of Dust novels, is not properly a book at all.
It’s a short story with its page count plumped up with numerous (charming) engravings by Tom Duxbury, much like 2003’s Lyra’s Oxford and 2008’s Once Upon a Time in the North (both illustrated by John Lawrence) but without the nifty, intriguing extras included in those books: a fold-out map, a board game, and “documents” like postcards and letters alluding to the then-forthcoming Book of Dust.
Serpentine originated as an act of charity: an original, handwritten story by Pullman about Lyra Belacqua, auctioned off during the production of Nicholas Hytner’s stage adaptation of His Dark Materials in 2004, with the proceeds donated to worthy causes.
The story is set sometime between the end of The Amber Spyglass and the beginning of The Secret Commonwealth, while Lyra is an undergraduate at St. Sophia’s College in Oxford, and it describes a minor, uneventful encounter that nevertheless sets up some of the most wrenching aspects of The Book of Dust.
Sign up for the Slate Culture newsletter
What Lyra wants to know from Dr. Lanselius is how the witches, who all acquire the capacity to separate from their  daemons, broach the topic.
Although Serpentine does supply a glimpse of Pantalaimon’s adventures with Will Parry’s daemon while Lyra and Will are in the land of the dead, what actually happened to Pan after the separation matters less than Lyra’s growing awareness of the price they have paid for that trauma.
For the first time, Pan has had experiences Lyra knows nothing about, and the pair can be seen bickering and reproaching each other with a seriousness never evident in His Dark Materials.
“When I wrote Serpentine,” Pullman wrote in a statement for his publisher, “I had no idea that I was going on to write another trilogy, showing Lyra as an adult.” And in this 16-year-old story, he prefigured the painful estrangement between his heroine and her daemon that he had no inkling would feature in a future novel about Lyra’s adulthood.
Even more than Lyra’s Oxford and Once Upon a Time in the North, Serpentine is strictly for Pullman completists—newcomers to the Lyra novels will be entirely lost.
It’s a less impassioned performance than Michael Sheen’s readings of the two published volumes in The Book of Dust, but Colman’s self-possession suits Lyra at this stage in her life: thoughtful, careful, and all too aware that the true consequences of our actions cannot always be foreseen.
Slate Book Review","('lyra', 0.46403783646860086)","('lyra’s', 0.2109262893039095)","('pullman', 0.2109262893039095)"
